temp,core freq,arm freq,volt,sec
61.0,500.000992,1500.398464,0.8563,3272
59.0,200.008304,600.16992,0.835,3274
61.0,500.000992,1500.345728,0.8563,3276
60.0,500.000992,1500.345728,0.8563,3278
60.0,200.008304,600.117184,0.835,3280
59.0,199.99512,600.16992,0.835,3282
58.0,199.99512,600.16992,0.835,3284
59.0,199.99512,600.16992,0.835,3286
60.0,500.000992,1500.345728,0.8563,3288
59.0,500.000992,1500.398464,0.8563,3290
59.0,199.99512,600.117184,0.835,3292
59.0,199.99512,600.117184,0.835,3294
59.0,200.008304,750.199232,0.8563,3296
58.0,199.99512,600.16992,0.835,3298
59.0,500.000992,1500.345728,0.8563,3300
59.0,500.000992,1500.345728,0.8563,3302
59.0,199.99512,600.117184,0.835,3304
59.0,200.008304,600.117184,0.835,3306
59.0,500.000992,1500.345728,0.8563,3308
60.0,500.000992,1500.398464,0.8563,3310
60.0,200.008304,600.117184,0.835,3312
59.0,200.008304,600.16992,0.835,3314
59.0,500.000992,1500.345728,0.8563,3316
59.0,500.000992,1500.345728,0.8563,3318
59.0,199.99512,600.16992,0.835,3320
59.0,500.000992,1500.345728,0.8563,3322
59.0,500.000992,1500.345728,0.8563,3324
59.0,200.008304,600.16992,0.835,3326
60.0,500.000992,1500.398464,0.8563,3328
59.0,500.000992,1500.398464,0.8563,3330
59.0,199.99512,750.199232,0.8563,3332
58.0,199.99512,600.16992,0.835,3334
59.0,500.000992,1500.398464,0.8563,3336
60.0,500.000992,1500.345728,0.8563,3338
59.0,199.99512,600.117184,0.835,3340
58.0,500.000992,1500.345728,0.8563,3342
59.0,500.000992,1500.345728,0.8563,3344
60.0,500.000992,1500.398464,0.8563,3346
59.0,199.99512,600.16992,0.835,3348
59.0,500.000992,1500.398464,0.8563,3350
59.0,500.000992,1500.398464,0.8563,3352
60.0,199.99512,750.199232,0.8563,3354
58.0,500.000992,1500.398464,0.8563,3356
60.0,500.000992,1500.398464,0.8563,3358
59.0,200.008304,600.16992,0.835,3360
59.0,500.000992,1500.345728,0.8563,3362
60.0,500.000992,1500.398464,0.8563,3364
59.0,200.008304,600.16992,0.835,3366
59.0,500.000992,1500.398464,0.8563,3368
59.0,500.000992,1500.398464,0.8563,3370
59.0,200.008304,600.117184,0.835,3372
58.0,199.99512,600.16992,0.8563,3374
58.0,199.99512,600.16992,0.835,3376
58.0,200.008304,750.199232,0.8563,3378
58.0,200.008304,600.117184,0.835,3380
58.0,499.987808,1500.345728,0.8563,3382
58.0,500.000992,1500.345728,0.8563,3384
58.0,199.99512,600.16992,0.835,3386
58.0,199.99512,600.117184,0.835,3388
59.0,199.99512,600.16992,0.835,3390
58.0,200.008304,600.16992,0.835,3392
58.0,500.000992,1500.345728,0.8563,3394
60.0,499.987808,1500.398464,0.8563,3396
58.0,199.99512,600.117184,0.835,3398
59.0,200.008304,600.16992,0.835,3400
58.0,500.000992,1500.398464,0.8563,3402
59.0,500.000992,1500.345728,0.8563,3404
59.0,200.008304,600.16992,0.835,3406
58.0,199.99512,600.117184,0.835,3408
58.0,500.000992,1500.398464,0.8563,3410
58.0,500.000992,1500.345728,0.8563,3412
59.0,200.008304,600.117184,0.835,3414
59.0,500.000992,1500.398464,0.8563,3416
58.0,500.000992,1500.398464,0.8563,3418
60.0,199.99512,600.117184,0.835,3420
59.0,500.000992,1500.345728,0.8563,3422
58.0,500.000992,1500.345728,0.8563,3424
59.0,199.99512,600.16992,0.835,3426
58.0,500.000992,1500.345728,0.8563,3428
59.0,500.000992,1500.398464,0.8563,3430
58.0,199.99512,600.16992,0.835,3432
59.0,199.99512,600.16992,0.835,3434
58.0,199.99512,600.117184,0.835,3436
57.0,199.99512,600.117184,0.835,3438
58.0,200.008304,600.117184,0.835,3440
58.0,500.000992,1500.398464,0.8563,3442
59.0,499.987808,1500.345728,0.8563,3444
58.0,200.008304,600.16992,0.835,3446
59.0,500.000992,1500.398464,0.8563,3448
59.0,500.000992,1500.398464,0.8563,3450
59.0,199.99512,600.16992,0.8563,3452
58.0,200.008304,600.16992,0.835,3454
58.0,500.000992,1500.398464,0.8563,3456
59.0,500.000992,1500.398464,0.8563,3458
59.0,199.99512,600.16992,0.835,3460
58.0,500.000992,1500.345728,0.8563,3462
59.0,500.000992,1500.398464,0.8563,3464
58.0,199.99512,600.117184,0.835,3466
58.0,199.99512,600.117184,0.835,3468
59.0,500.000992,1500.345728,0.8563,3470
59.0,500.000992,1500.345728,0.8563,3472
59.0,250.000496,750.146496,0.8563,3474
58.0,199.99512,600.117184,0.835,3476
58.0,500.000992,1500.398464,0.8563,3478
58.0,500.000992,1500.345728,0.8563,3480
59.0,199.99512,600.117184,0.835,3482
59.0,499.987808,1500.345728,0.8563,3484
59.0,500.000992,1500.398464,0.8563,3486
59.0,333.3208,1000.212864,0.8563,3488
59.0,500.000992,1500.345728,0.8563,3490
59.0,500.000992,1500.345728,0.8563,3492
59.0,199.99512,600.117184,0.835,3494
58.0,199.99512,600.16992,0.835,3496
59.0,500.000992,1500.345728,0.8563,3498
58.0,500.000992,1500.345728,0.8563,3500
59.0,500.000992,1500.345728,0.8563,3502
58.0,250.000496,750.199232,0.8563,3504
58.0,500.000992,1500.398464,0.8563,3506
58.0,500.000992,1500.345728,0.8563,3508
58.0,199.99512,750.199232,0.8563,3510
58.0,199.99512,600.16992,0.8563,3512
58.0,199.99512,600.16992,0.835,3514
57.0,200.008304,600.16992,0.835,3516
58.0,500.000992,1500.345728,0.8563,3518
57.0,500.000992,1500.345728,0.8563,3520
58.0,199.99512,600.16992,0.835,3522
58.0,500.000992,1500.398464,0.8563,3524
58.0,500.000992,1500.398464,0.8563,3526
59.0,250.000496,750.146496,0.8563,3528
59.0,500.000992,1500.345728,0.8563,3530
58.0,500.000992,1500.345728,0.8563,3532
58.0,200.008304,600.117184,0.8563,3534
57.0,199.99512,600.16992,0.835,3536
59.0,500.000992,1500.345728,0.8563,3538
59.0,500.000992,1500.345728,0.8563,3540
58.0,200.008304,600.16992,0.835,3542
58.0,200.008304,600.117184,0.835,3544
59.0,500.000992,1500.345728,0.8563,3546
58.0,500.000992,1500.345728,0.8563,3548
58.0,199.99512,600.117184,0.835,3550
59.0,500.000992,1500.345728,0.8563,3552
58.0,500.000992,1500.345728,0.8563,3554
58.0,199.99512,600.117184,0.8563,3556
58.0,200.008304,600.117184,0.8563,3558
58.0,500.000992,1500.345728,0.8563,3560
58.0,500.000992,1500.345728,0.8563,3562
59.0,250.000496,750.199232,0.8563,3564
58.0,500.000992,1500.345728,0.8563,3566
59.0,500.000992,1500.345728,0.8563,3568
57.0,199.99512,600.16992,0.835,3570
59.0,500.000992,1500.398464,0.8563,3572
59.0,500.000992,1500.345728,0.8563,3574
58.0,200.008304,600.16992,0.835,3576
59.0,500.000992,1500.398464,0.8563,3578
58.0,500.000992,1500.345728,0.8563,3580
58.0,199.99512,600.117184,0.835,3582
59.0,500.000992,1500.398464,0.8563,3584
59.0,500.000992,1500.398464,0.8563,3586
59.0,199.99512,600.117184,0.835,3588
59.0,500.000992,1500.345728,0.8563,3590
59.0,500.000992,1500.345728,0.8563,3592
58.0,199.99512,600.117184,0.835,3594
58.0,500.000992,1500.398464,0.8563,3596
58.0,500.000992,1500.345728,0.8563,3598
58.0,199.99512,600.117184,0.835,3600
59.0,500.000992,1500.398464,0.8563,3602
57.0,500.000992,1500.345728,0.8563,3604
59.0,200.008304,600.16992,0.835,3606
59.0,500.000992,1500.398464,0.8563,3608
59.0,500.000992,1500.345728,0.8563,3610
59.0,199.99512,750.199232,0.8563,3612
57.0,200.008304,600.16992,0.835,3614
59.0,500.000992,1500.398464,0.8563,3616
58.0,500.000992,1500.345728,0.8563,3618
58.0,199.99512,1000.2656,0.8563,3620
58.0,199.99512,600.117184,0.835,3622
57.0,199.99512,600.16992,0.835,3624
58.0,500.000992,1500.398464,0.8563,3626
59.0,499.987808,1500.345728,0.8563,3628
58.0,199.99512,600.117184,0.835,3630
59.0,500.000992,1500.398464,0.8563,3632
59.0,500.000992,1500.345728,0.8563,3634
58.0,199.99512,600.16992,0.8563,3636
58.0,200.008304,600.16992,0.835,3638
57.0,200.008304,600.16992,0.835,3640
59.0,500.000992,1500.345728,0.8563,3642
58.0,500.000992,1500.398464,0.8563,3644
58.0,200.008304,600.16992,0.835,3646
57.0,200.008304,600.16992,0.835,3648
57.0,199.99512,600.16992,0.835,3650
58.0,500.000992,1500.345728,0.8563,3652
58.0,500.000992,1500.398464,0.8563,3654
58.0,200.008304,600.117184,0.835,3656
58.0,500.000992,1500.398464,0.8563,3658
59.0,500.000992,1500.345728,0.8563,3660
59.0,200.008304,600.16992,0.835,3662
59.0,199.99512,600.16992,0.835,3664
58.0,200.008304,600.117184,0.835,3666
59.0,500.000992,1500.398464,0.8563,3668
59.0,500.000992,1500.345728,0.8563,3670
58.0,199.99512,600.117184,0.835,3672
57.0,199.99512,600.16992,0.835,3674
57.0,200.008304,600.117184,0.835,3676
58.0,500.000992,1500.398464,0.8563,3678
59.0,500.000992,1500.345728,0.8563,3680
57.0,200.008304,600.16992,0.835,3682
57.0,199.99512,600.117184,0.835,3684
58.0,500.000992,1500.398464,0.8563,3686
58.0,500.000992,1500.398464,0.8563,3688
58.0,199.99512,600.117184,0.835,3690
58.0,500.000992,1500.398464,0.8563,3692
59.0,500.000992,1500.345728,0.8563,3694
58.0,199.99512,600.16992,0.835,3696
57.0,199.99512,600.16992,0.835,3698
58.0,199.99512,600.16992,0.835,3700
57.0,200.008304,600.117184,0.835,3702
57.0,199.99512,600.117184,0.835,3704
57.0,199.99512,600.16992,0.835,3706
58.0,500.000992,1500.345728,0.8563,3708
58.0,500.000992,1500.398464,0.8563,3710
58.0,199.99512,600.16992,0.835,3712
57.0,199.99512,600.117184,0.835,3714
58.0,199.99512,600.16992,0.835,3716
58.0,199.99512,600.16992,0.835,3718
58.0,499.987808,1500.398464,0.8563,3720
57.0,500.000992,1500.398464,0.8563,3722
57.0,199.99512,600.117184,0.835,3724
57.0,199.99512,600.117184,0.835,3726
58.0,500.000992,1500.345728,0.8563,3728
57.0,500.000992,1500.345728,0.8563,3730
58.0,199.99512,600.16992,0.835,3732
59.0,500.000992,1500.345728,0.8563,3734
59.0,500.000992,1500.398464,0.8563,3736
59.0,199.99512,600.117184,0.835,3738
58.0,500.000992,1500.398464,0.8563,3740
58.0,500.000992,1500.345728,0.8563,3742
57.0,199.99512,600.117184,0.835,3744
58.0,500.000992,1500.398464,0.8563,3746
58.0,500.000992,1500.345728,0.8563,3748
58.0,199.99512,600.117184,0.835,3750
57.0,500.000992,1500.345728,0.8563,3752
60.0,500.000992,1500.345728,0.8563,3754
58.0,200.008304,600.117184,0.835,3756
57.0,200.008304,600.16992,0.835,3758
58.0,499.987808,1500.398464,0.8563,3760
58.0,500.000992,1500.398464,0.8563,3762
58.0,199.99512,600.117184,0.835,3764
58.0,500.000992,1500.345728,0.8563,3766
58.0,500.000992,1500.398464,0.8563,3768
58.0,199.99512,600.117184,0.835,3770
59.0,500.000992,1500.345728,0.8563,3772
58.0,500.000992,1500.398464,0.8563,3774
58.0,199.99512,600.117184,0.835,3776
57.0,500.000992,1500.398464,0.8563,3778
58.0,500.000992,1500.345728,0.8563,3780
57.0,199.99512,600.117184,0.835,3782
59.0,500.000992,1500.345728,0.8563,3784
58.0,500.000992,1500.398464,0.8563,3786
59.0,200.008304,600.117184,0.8563,3788
58.0,199.99512,600.16992,0.835,3790
59.0,500.000992,1500.345728,0.8563,3792
58.0,500.000992,1500.398464,0.8563,3794
58.0,333.333984,600.117184,0.835,3796
58.0,500.000992,1500.345728,0.8563,3798
58.0,499.987808,1500.398464,0.8563,3800
58.0,199.99512,600.117184,0.835,3802
59.0,500.000992,1500.345728,0.8563,3804
58.0,499.987808,1500.398464,0.8563,3806
58.0,250.000496,750.199232,0.8563,3808
59.0,500.000992,1500.398464,0.8563,3810
58.0,499.987808,1500.345728,0.8563,3812
58.0,250.000496,750.146496,0.8563,3814
58.0,199.99512,600.16992,0.835,3816
58.0,500.000992,1500.398464,0.8563,3818
58.0,500.000992,1500.398464,0.8563,3820
58.0,200.008304,600.117184,0.835,3822
58.0,500.000992,1500.345728,0.8563,3824
59.0,500.000992,1500.398464,0.8563,3826
58.0,199.99512,600.117184,0.835,3828
58.0,500.000992,1500.398464,0.8563,3830
58.0,499.987808,1500.398464,0.8563,3832
59.0,199.99512,750.199232,0.8563,3834
58.0,199.99512,600.117184,0.835,3836
58.0,500.000992,1500.345728,0.8563,3838
58.0,500.000992,1500.345728,0.8563,3840
58.0,199.99512,600.16992,0.835,3842
59.0,500.000992,1500.345728,0.8563,3844
58.0,500.000992,1500.398464,0.8563,3846
58.0,199.99512,600.16992,0.835,3848
58.0,500.000992,1500.345728,0.8563,3850
58.0,500.000992,1500.345728,0.8563,3852
58.0,199.99512,600.16992,0.835,3854
58.0,199.99512,600.16992,0.835,3856
58.0,499.987808,1500.345728,0.8563,3858
59.0,500.000992,1500.398464,0.8563,3860
58.0,200.008304,600.16992,0.835,3862
58.0,500.000992,1500.345728,0.8563,3864
58.0,500.000992,1500.398464,0.8563,3866
58.0,199.99512,600.117184,0.835,3868
59.0,500.000992,1500.345728,0.8563,3870
58.0,499.987808,1500.398464,0.8563,3872
58.0,200.008304,600.117184,0.8563,3874
58.0,500.000992,1500.398464,0.8563,3876
60.0,500.000992,1500.345728,0.8563,3878
59.0,199.99512,600.16992,0.835,3880
58.0,500.000992,1500.398464,0.8563,3882
60.0,500.000992,1500.345728,0.8563,3884
58.0,199.99512,600.16992,0.835,3886
59.0,500.000992,1500.398464,0.8563,3888
59.0,500.000992,1500.398464,0.8563,3890
58.0,199.99512,600.117184,0.835,3892
58.0,500.000992,1500.345728,0.8563,3894
58.0,500.000992,1500.398464,0.8563,3896
58.0,199.99512,600.117184,0.835,3898
58.0,500.000992,1500.398464,0.8563,3900
59.0,500.000992,1500.398464,0.8563,3902
58.0,199.99512,750.146496,0.8563,3904
57.0,200.008304,600.16992,0.8563,3906
57.0,200.008304,600.16992,0.835,3908
57.0,500.000992,1500.345728,0.8563,3910
59.0,500.000992,1500.345728,0.8563,3912
59.0,199.99512,600.117184,0.835,3914
57.0,199.99512,600.117184,0.835,3916
58.0,500.000992,1500.398464,0.8563,3918
58.0,500.000992,1500.398464,0.8563,3920
58.0,199.99512,600.16992,0.835,3922
58.0,500.000992,1500.398464,0.8563,3924
58.0,500.000992,1500.345728,0.8563,3926
58.0,500.000992,1500.345728,0.8563,3928
57.0,200.008304,600.117184,0.835,3930
57.0,500.000992,1500.398464,0.8563,3932
59.0,500.000992,1500.345728,0.8563,3934
57.0,200.008304,600.117184,0.835,3936
58.0,500.000992,1500.345728,0.8563,3938
58.0,500.000992,1500.345728,0.8563,3940
59.0,200.008304,600.117184,0.835,3942
58.0,200.008304,750.199232,0.8563,3944
58.0,500.000992,1500.345728,0.8563,3946
59.0,500.000992,1500.398464,0.8563,3948
58.0,199.99512,600.117184,0.835,3950
58.0,199.99512,600.16992,0.835,3952
57.0,500.000992,1500.345728,0.8563,3954
58.0,500.000992,1500.345728,0.8563,3956
58.0,199.99512,600.117184,0.8563,3958
57.0,199.99512,600.16992,0.835,3960
58.0,500.000992,1500.398464,0.8563,3962
58.0,500.000992,1500.345728,0.8563,3964
58.0,499.987808,1500.345728,0.8563,3966
60.0,500.000992,1500.398464,0.8563,3968
60.0,500.000992,1500.345728,0.8563,3970
61.0,499.987808,1500.345728,0.8563,3972
63.0,499.987808,1500.398464,0.8563,3974
63.0,500.000992,1500.345728,0.8563,3976
63.0,500.000992,1500.345728,0.8563,3978
63.0,500.000992,1500.345728,0.8563,3980
62.0,500.000992,1500.345728,0.8563,3982
61.0,500.000992,1500.345728,0.8563,3984
60.0,199.99512,600.16992,0.835,3986
60.0,199.99512,600.16992,0.835,3988
60.0,200.008304,600.16992,0.835,3990
59.0,500.000992,1500.398464,0.8563,3992
59.0,500.000992,1500.345728,0.8563,3994
59.0,199.99512,600.16992,0.835,3996
59.0,500.000992,1500.398464,0.8563,3998
59.0,500.000992,1500.345728,0.8563,4000
59.0,199.99512,600.117184,0.835,4002
59.0,199.99512,600.16992,0.835,4004
59.0,500.000992,1500.398464,0.8563,4006
59.0,500.000992,1500.398464,0.8563,4008
58.0,199.99512,600.117184,0.835,4010
58.0,199.99512,600.16992,0.835,4012
59.0,500.000992,1500.345728,0.8563,4014
58.0,500.000992,1500.398464,0.8563,4016
59.0,200.008304,600.16992,0.835,4018
59.0,500.000992,1500.398464,0.8563,4020
60.0,500.000992,1500.345728,0.8563,4022
59.0,200.008304,600.117184,0.835,4024
59.0,500.000992,1500.345728,0.8563,4026
58.0,500.000992,1500.398464,0.8563,4028
59.0,199.99512,600.16992,0.835,4030
58.0,500.000992,1500.345728,0.8563,4032
58.0,500.000992,1500.398464,0.8563,4034
58.0,200.008304,600.117184,0.835,4036
58.0,200.008304,600.117184,0.835,4038
58.0,499.987808,1500.345728,0.8563,4040
59.0,500.000992,1500.345728,0.8563,4042
59.0,199.99512,600.16992,0.8563,4044
58.0,500.000992,1500.345728,0.8563,4046
59.0,500.000992,1500.345728,0.8563,4048
59.0,500.000992,1500.398464,0.8563,4050
58.0,199.99512,600.16992,0.835,4052
58.0,199.99512,600.16992,0.835,4054
59.0,199.99512,600.117184,0.835,4056
59.0,500.000992,1500.345728,0.8563,4058
58.0,500.000992,1500.398464,0.8563,4060
58.0,199.99512,600.117184,0.835,4062
59.0,200.008304,600.16992,0.835,4064
58.0,199.99512,600.16992,0.835,4066
58.0,199.99512,600.16992,0.8563,4068
58.0,200.008304,600.16992,0.835,4070
58.0,500.000992,1500.398464,0.8563,4072
59.0,499.987808,1500.398464,0.8563,4074
57.0,199.99512,600.16992,0.835,4076
59.0,499.987808,1500.398464,0.8563,4078
58.0,500.000992,1500.345728,0.8563,4080
59.0,500.000992,1500.345728,0.8563,4082
57.0,199.99512,600.16992,0.835,4084
58.0,200.008304,600.16992,0.8563,4086
57.0,199.99512,600.16992,0.835,4088
58.0,199.99512,600.117184,0.835,4090
58.0,500.000992,1500.345728,0.8563,4092
59.0,500.000992,1500.398464,0.8563,4094
57.0,199.99512,600.16992,0.835,4096
59.0,500.000992,1500.398464,0.8563,4098
59.0,499.987808,1500.398464,0.8563,4100
58.0,199.99512,600.117184,0.835,4102
58.0,500.000992,1500.345728,0.8563,4104
59.0,500.000992,1500.398464,0.8563,4106
59.0,200.008304,600.117184,0.835,4108
57.0,200.008304,600.16992,0.835,4110
58.0,199.99512,600.16992,0.835,4112
58.0,500.000992,1500.398464,0.8563,4114
58.0,500.000992,1500.345728,0.8563,4116
58.0,500.000992,1500.398464,0.8563,4118
59.0,500.000992,1500.398464,0.8563,4120
58.0,499.987808,1500.398464,0.8563,4122
58.0,199.99512,600.117184,0.835,4124
58.0,500.000992,1500.345728,0.8563,4126
59.0,500.000992,1500.398464,0.8563,4128
58.0,250.000496,750.146496,0.8563,4130
58.0,200.008304,600.117184,0.835,4132
57.0,199.99512,600.16992,0.835,4134
58.0,500.000992,1500.345728,0.8563,4136
58.0,500.000992,1500.345728,0.8563,4138
57.0,199.99512,600.117184,0.835,4140
58.0,500.000992,1500.398464,0.8563,4142
58.0,500.000992,1500.398464,0.8563,4144
57.0,199.99512,600.117184,0.835,4146
59.0,500.000992,1500.345728,0.8563,4148
59.0,500.000992,1500.345728,0.8563,4150
58.0,199.99512,600.16992,0.835,4152
57.0,199.99512,750.146496,0.8563,4154
57.0,500.000992,1500.398464,0.8563,4156
58.0,500.000992,1500.345728,0.8563,4158
58.0,500.000992,1500.345728,0.8563,4160
58.0,500.000992,1500.398464,0.8563,4162
58.0,500.000992,1500.345728,0.8563,4164
59.0,200.008304,600.16992,0.835,4166
59.0,500.000992,1500.345728,0.8563,4168
59.0,500.000992,1500.345728,0.8563,4170
58.0,333.333984,1000.2656,0.8563,4172
57.0,199.99512,600.16992,0.835,4174
58.0,500.000992,1500.345728,0.8563,4176
58.0,500.000992,1500.345728,0.8563,4178
58.0,199.99512,600.117184,0.835,4180
59.0,500.000992,1500.398464,0.8563,4182
59.0,500.000992,1500.345728,0.8563,4184
57.0,200.008304,600.117184,0.835,4186
58.0,500.000992,1500.398464,0.8563,4188
58.0,500.000992,1500.398464,0.8563,4190
58.0,199.99512,600.16992,0.835,4192
58.0,199.99512,600.117184,0.835,4194
58.0,500.000992,1500.398464,0.8563,4196
58.0,500.000992,1500.345728,0.8563,4198
57.0,500.000992,1500.398464,0.8563,4200
59.0,500.000992,1500.345728,0.8563,4202
59.0,500.000992,1500.398464,0.8563,4204
58.0,199.99512,600.117184,0.835,4206
58.0,500.000992,1500.398464,0.8563,4208
59.0,500.000992,1500.345728,0.8563,4210
58.0,250.000496,750.199232,0.8563,4212
58.0,199.99512,600.117184,0.835,4214
58.0,500.000992,1500.345728,0.8563,4216
58.0,500.000992,1500.345728,0.8563,4218
58.0,200.008304,600.16992,0.835,4220
58.0,500.000992,1500.345728,0.8563,4222
58.0,500.000992,1500.345728,0.8563,4224
58.0,200.008304,600.16992,0.835,4226
58.0,199.99512,600.117184,0.835,4228
57.0,199.99512,600.117184,0.835,4230
57.0,200.008304,600.117184,0.835,4232
58.0,500.000992,1500.398464,0.8563,4234
59.0,500.000992,1500.345728,0.8563,4236
57.0,199.99512,600.16992,0.835,4238
58.0,499.987808,1500.398464,0.8563,4240
59.0,500.000992,1500.345728,0.8563,4242
57.0,199.99512,600.117184,0.835,4244
59.0,500.000992,1500.398464,0.8563,4246
58.0,500.000992,1500.345728,0.8563,4248
57.0,199.99512,600.16992,0.835,4250
58.0,199.99512,600.16992,0.835,4252
58.0,500.000992,1500.345728,0.8563,4254
58.0,500.000992,1500.345728,0.8563,4256
57.0,199.99512,600.117184,0.835,4258
57.0,199.99512,750.199232,0.8563,4260
57.0,199.99512,600.16992,0.835,4262
59.0,500.000992,1500.398464,0.8563,4264
58.0,500.000992,1500.345728,0.8563,4266
58.0,199.99512,600.117184,0.835,4268
58.0,499.987808,1500.398464,0.8563,4270
58.0,500.000992,1500.345728,0.8563,4272
58.0,200.008304,600.16992,0.835,4274
57.0,500.000992,1500.345728,0.8563,4276
58.0,500.000992,1500.345728,0.8563,4278
58.0,500.000992,1500.345728,0.8563,4280
58.0,199.99512,600.16992,0.835,4282
57.0,499.987808,1500.398464,0.8563,4284
57.0,500.000992,1500.398464,0.8563,4286
57.0,500.000992,1500.345728,0.8563,4288
58.0,200.008304,600.16992,0.835,4290
59.0,199.99512,600.16992,0.835,4292
59.0,499.987808,1500.398464,0.8563,4294
58.0,500.000992,1500.398464,0.8563,4296
57.0,199.99512,600.16992,0.835,4298
59.0,500.000992,1500.398464,0.8563,4300
59.0,500.000992,1500.345728,0.8563,4302
57.0,199.99512,600.16992,0.835,4304
57.0,200.008304,600.16992,0.835,4306
58.0,200.008304,600.16992,0.835,4308
58.0,199.99512,750.199232,0.8563,4310
58.0,199.99512,600.16992,0.835,4312
57.0,500.000992,1500.345728,0.8563,4314
58.0,500.000992,1500.398464,0.8563,4316
57.0,199.99512,600.117184,0.8563,4318
58.0,500.000992,1500.345728,0.8563,4320
58.0,500.000992,1500.345728,0.8563,4322
58.0,200.008304,600.16992,0.835,4324
59.0,499.987808,1500.398464,0.8563,4326
58.0,500.000992,1500.345728,0.8563,4328
58.0,200.008304,600.16992,0.835,4330
58.0,500.000992,1500.398464,0.8563,4332
58.0,500.000992,1500.398464,0.8563,4334
57.0,199.99512,1000.2656,0.8563,4336
57.0,200.008304,600.16992,0.835,4338
58.0,500.000992,1500.345728,0.8563,4340
58.0,500.000992,1500.345728,0.8563,4342
58.0,199.99512,600.117184,0.835,4344
59.0,500.000992,1500.345728,0.8563,4346
59.0,500.000992,1500.398464,0.8563,4348
58.0,200.008304,600.16992,0.835,4350
58.0,199.99512,600.16992,0.835,4352
58.0,199.99512,600.16992,0.835,4354
57.0,200.008304,600.16992,0.835,4356
57.0,199.99512,600.16992,0.835,4358
58.0,500.000992,1500.345728,0.8563,4360
58.0,500.000992,1500.345728,0.8563,4362
58.0,200.008304,600.117184,0.835,4364
58.0,500.000992,1500.398464,0.8563,4366
58.0,500.000992,1500.398464,0.8563,4368
57.0,200.008304,600.16992,0.835,4370
57.0,200.008304,600.16992,0.8563,4372
57.0,199.99512,600.16992,0.835,4374
58.0,500.000992,1500.345728,0.8563,4376
58.0,500.000992,1500.398464,0.8563,4378
58.0,200.008304,600.117184,0.835,4380
58.0,500.000992,1500.345728,0.8563,4382
57.0,500.000992,1500.398464,0.8563,4384
57.0,199.99512,600.16992,0.835,4386
58.0,500.000992,1500.398464,0.8563,4388
59.0,500.000992,1500.398464,0.8563,4390
56.0,199.99512,600.16992,0.835,4392
57.0,199.99512,600.117184,0.835,4394
58.0,500.000992,1500.345728,0.8563,4396
58.0,500.000992,1500.398464,0.8563,4398
57.0,199.99512,600.16992,0.835,4400
58.0,500.000992,1500.398464,0.8563,4402
58.0,500.000992,1500.345728,0.8563,4404
58.0,199.99512,600.16992,0.835,4406
57.0,500.000992,1500.398464,0.8563,4408
58.0,500.000992,1500.345728,0.8563,4410
57.0,199.99512,600.117184,0.835,4412
58.0,499.987808,1500.398464,0.8563,4414
59.0,500.000992,1500.398464,0.8563,4416
59.0,199.99512,600.16992,0.835,4418
59.0,500.000992,1500.398464,0.8563,4420
58.0,500.000992,1500.345728,0.8563,4422
57.0,199.99512,600.16992,0.835,4424
58.0,500.000992,1500.345728,0.8563,4426
58.0,500.000992,1500.345728,0.8563,4428
57.0,199.99512,750.199232,0.8563,4430
58.0,500.000992,1500.345728,0.8563,4432
59.0,500.000992,1500.398464,0.8563,4434
58.0,199.99512,600.16992,0.835,4436
58.0,199.99512,600.16992,0.835,4438
58.0,500.000992,1500.345728,0.8563,4440
58.0,500.000992,1500.398464,0.8563,4442
58.0,499.987808,1500.398464,0.8563,4444
58.0,500.000992,1500.345728,0.8563,4446
58.0,500.000992,1500.398464,0.8563,4448
58.0,500.000992,1500.398464,0.8563,4450
57.0,199.99512,600.16992,0.835,4452
58.0,333.333984,1000.2656,0.8563,4454
57.0,200.008304,600.16992,0.835,4456
58.0,199.99512,600.16992,0.835,4458
57.0,200.008304,600.117184,0.835,4460
57.0,500.000992,1500.345728,0.8563,4462
58.0,500.000992,1500.398464,0.8563,4464
58.0,199.99512,600.117184,0.835,4466
57.0,500.000992,1500.345728,0.8563,4468
59.0,500.000992,1500.345728,0.8563,4470
58.0,200.008304,600.16992,0.835,4472
57.0,199.99512,600.117184,0.835,4474
58.0,500.000992,1500.345728,0.8563,4476
58.0,500.000992,1500.345728,0.8563,4478
57.0,200.008304,600.16992,0.835,4480
57.0,199.99512,600.16992,0.835,4482
57.0,200.008304,600.117184,0.835,4484
57.0,500.000992,1500.345728,0.8563,4486
58.0,500.000992,1500.345728,0.8563,4488
59.0,200.008304,600.117184,0.835,4490
58.0,500.000992,1500.345728,0.8563,4492
58.0,500.000992,1500.398464,0.8563,4494
57.0,199.99512,600.16992,0.835,4496
58.0,500.000992,1500.398464,0.8563,4498
58.0,500.000992,1500.398464,0.8563,4500
57.0,200.008304,600.16992,0.835,4502
57.0,200.008304,600.16992,0.835,4504
58.0,200.008304,600.16992,0.835,4506
57.0,200.008304,600.16992,0.835,4508
57.0,200.008304,600.117184,0.835,4510
57.0,500.000992,1500.345728,0.8563,4512
57.0,500.000992,1500.345728,0.8563,4514
57.0,199.99512,600.16992,0.835,4516
58.0,500.000992,1500.345728,0.8563,4518
58.0,500.000992,1500.345728,0.8563,4520
58.0,500.000992,1500.398464,0.8563,4522
58.0,500.000992,1500.345728,0.8563,4524
58.0,500.000992,1500.345728,0.8563,4526
57.0,199.99512,600.16992,0.835,4528
58.0,250.000496,750.146496,0.8563,4530
